id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
4363,12303,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Genesis Men Check Red Shirts,12303.jpg
4364,26136,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Black Trousers,26136.jpg
4365,31181,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Printed Blue T-shirt,31181.jpg
4366,3754,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Status Quo Men's Music Revolution Blue T-shirt,3754.jpg
4368,44925,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Jack & Jones Men Brown Jeans,44925.jpg
4369,32199,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Printed Beige Kurta,32199.jpg
4371,39571,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Flats,39571.jpg
4372,14669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Striped Shirt,14669.jpg
4376,7569,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's As Miler UV SS Blue T-shirt,7569.jpg
4377,18898,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Solid White Shirt,18898.jpg
4380,49606,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Metal Grey Heels,49606.jpg
4382,16902,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Status Quo Men Stripes White Tshirt,16902.jpg
4384,19176,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Check Black Shirt,19176.jpg
4389,43932,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Catwalk Women Blue Heels,43932.jpg
4393,26599,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Puma Men Faas 300 Blue Sports Shoes,26599.jpg
4395,22905,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2011,Formal,Mark Taylor Men Black Striped Trousers,22905.jpg
4396,49434,Unisex,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,Vans Unisex Blue Authentic Shoes,49434.jpg
4398,2229,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Men Sunset White Polo T-shirt,2229.jpg
4399,34860,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Era Black Shoes,34860.jpg
4400,18296,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Ekta Pink Kurta,18296.jpg
4401,5830,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Puma Men Edition White T-shirt,5830.jpg
4402,33279,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Gini and Jony Kids Unisex Blue Jeans,33279.jpg
4408,34438,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Myntra Women Cute Dog White T-shirt,34438.jpg
4410,46018,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Green Kurta,46018.jpg
4412,31976,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Women Lunarswift +3 Grey Sports Shoes,31976.jpg
4416,46824,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Shoes,46824.jpg
4417,19720,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Black Striped Shirt,19720.jpg
4425,5468,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Lunareclipse White Shoe,5468.jpg
4427,20804,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Fila Men Streak White Sports Shoes,20804.jpg
4428,24498,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Mother Earth Women Brown Printed Kurta,24498.jpg
4429,56884,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels,56884.jpg
4430,4788,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men's Demon White T-shirt,4788.jpg
4432,41833,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,Skechers Men Blue Shoes,41833.jpg
4435,13814,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Proline Pack of 3 Printed T-shirts,13814.jpg
4437,8979,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Driving Power Lo SF Black Sports Shoes,8979.jpg
4438,13028,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,13028.jpg
4439,9097,Unisex,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Converse Unisex Ct AsAll Star 08 Hi Green Casual Shoes,9097.jpg
4443,30850,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Fabindia Women Printed Multi Coloured Kurta,30850.jpg
4445,6219,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Lee Men's Quill White T-shirt,6219.jpg
4448,9251,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green Striped Shirt,9251.jpg
4450,54529,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,F Sports Men Black Shoes,54529.jpg
4456,15119,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2012,Formal,Arrow Men Stripes Grey Trousers,15119.jpg
4458,37249,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Shoes,37249.jpg
4461,59838,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2010,Casual,United Colors of Benetton Men Navy Blue Shirt,59838.jpg
4467,56870,Women,Footwear,Shoes,Casual Shoes,Brown,Winter,2012,Casual,HM Women Brown Shoes,56870.jpg
4470,23649,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Disney Men White Printed T-shirt,23649.jpg
4472,12932,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Classic Polo Men Insignia Pink Tshirts,12932.jpg
4473,6817,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,Timberland Men Blue Thong Flip Flops,6817.jpg
4475,9063,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Pink Striped Shirt,9063.jpg
4477,3559,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Casual Brown Lifestyle Shoe,3559.jpg
4480,45803,Women,Footwear,Shoes,Heels,Silver,Fall,2012,Casual,Senorita Women Silver Flats,45803.jpg
4481,39585,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Flats,39585.jpg
4484,4318,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Kid's Men Kya Boss Orange Kidswear,4318.jpg
4485,32951,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Neo Men Court Sequence Mid Brown Shoes,32951.jpg
4486,52088,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Myntra Women Grey T-shirt,52088.jpg
4489,17018,Women,Footwear,Shoes,Flats,Yellow,Winter,2012,Casual,Rocia Women Casual yellow Sandal,17018.jpg
4490,19182,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,United Colors Of Benetton Men Maroon Check Shirt,19182.jpg
4492,17824,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Nike Unisex Air Deschutz Black Sandal,17824.jpg
4493,9407,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Court White Shoe,9407.jpg
4499,12758,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Washed Blue Jeans,12758.jpg
4500,42028,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,ADIDAS Women White Sukoi Sports Shoes,42028.jpg
4501,9635,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Price catch Blue White Shirts,9635.jpg
4502,23823,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Puma Men Breeze Blue Flip Flops,23823.jpg
4503,48512,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,French Connection Women Grey Top,48512.jpg
4504,18262,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Aneri Women Himani Brown Kurta,18262.jpg
4505,38665,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Lunarfly Black Sports Shoes,38665.jpg
4506,4916,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Gini and Jony Girl's Vollie White Infant Kidswear,4916.jpg
4507,10833,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Men Rope Embro Polo Red T-Shirt,10833.jpg
4510,21748,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Vans Unisex  Era  Black Casual Shoes,21748.jpg
4511,11581,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2011,Ethnic,W Women Printed Yellow Kurtas,11581.jpg
4512,40323,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Black Twenty2yds Sports Shoes,40323.jpg
4514,24666,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Converse Men Lace Color Black Casual Shoes,24666.jpg
4515,10453,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Flying Machine Men Gloden Haze Yellow Tshirts,10453.jpg
4516,4576,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Nike Men's Incinera Grey Shoe,4576.jpg
4518,15121,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011,Formal,Arrow Men Autoflex Charcoal Trousers,15121.jpg
4520,53734,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Puma Men Grey Vintage Ferrari Shoes,53734.jpg
4521,44783,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men White & Silver Sports Shoes,44783.jpg
4523,17676,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Weaved Strap Black Flats,17676.jpg
4524,30868,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,Fabindia Women Off White Kurta,30868.jpg
4529,2681,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Inkfruit Men's Serial Black T-shirt,2681.jpg
4530,9269,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Scullers Men Scul Maroon Shirts,9269.jpg
4534,3753,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Status Quo Men's Music Revolution Black T-shirt,3753.jpg
4535,12304,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Genesis Men Stripes Red Shirts,12304.jpg
4538,9867,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Status Quo Men Stripes Black Tshirts,9867.jpg
4540,23671,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Spykar Men White T-shirt,23671.jpg
4541,6013,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Highlander Men White Purple Black Grey Checked Shirt,6013.jpg
4543,35714,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Force 10 Women Grey Sports Shoes,35714.jpg
4547,26303,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Proline Men Blue Striped Polo T-shirt,26303.jpg
4548,12136,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aurelia Women Solid Black Kurtas,12136.jpg
4549,42646,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Alma Women Cream Printed Kurta,42646.jpg
4550,3561,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men's Zeta Black Lifestyle Casual Shoe,3561.jpg
4551,8189,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Solid Poplin Laird Blue Shirts,8189.jpg
4554,24454,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Nike Men Court Majestic White Casual Shoes,24454.jpg
4557,15313,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Aerostar White Sports Shoes,15313.jpg
4558,21126,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,s.Oliver Women White Shirt,21126.jpg
4559,4744,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Sports,ADIDAS Men's Blue Polo T-shirt,4744.jpg
4560,5696,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men Genesis Brown Shoe,5696.jpg
4565,3939,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Jealous 21 Women's Lavender Trendy T-shirt,3939.jpg
4566,17020,Women,Footwear,Shoes,Flats,Tan,Winter,2012,Casual,Rocia Women Casual Tan Sandal,17020.jpg
4567,23215,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aneri Women Nivedita Black Kurta,23215.jpg
4569,18854,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Athletic White Polo Tshirt,18854.jpg
4572,3105,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Probase Men's Wtf Pink T-Shirt,3105.jpg
4577,40575,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women White Kurta,40575.jpg
4578,33087,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Flats,33087.jpg
4579,56410,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,GAS Men Brown Casual Shoes,56410.jpg
4583,32969,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Angry Birds Men Printed Blue T-shirt,32969.jpg
4584,4320,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Kid's Unisex Good Morning Orange Kidswear,4320.jpg
4587,24202,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Slim Fit Blue Jeans,24202.jpg
4588,10037,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Reebok Men Premier ultra 8 U-form Silver Sports Shoes,10037.jpg
4592,14497,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Flying Machine Men Casual Green Casual Shoes,14497.jpg
4593,4112,Men,Footwear,Sandal,Sandals,Green,Summer,2013,Casual,Fila Men Motor Sports Olive Black Sandals,4112.jpg
4595,15545,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Casual Black Flats,15545.jpg
4597,51407,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Myntra Men Blue Shirt,51407.jpg
4598,7797,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men's First Round Takeahike Black Yellow Shoe,7797.jpg
4600,6645,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Nike Women's Serenity Grey Shoe,6645.jpg
4601,34090,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual,Numero Uno Men Navy Leather Shoes,34090.jpg
4603,47562,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Portia Women White Sandals,47562.jpg
4605,23027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Blue Striped Shirt,23027.jpg
4606,42010,Men,Footwear,Sandal,Sandals,Brown,Summer,2015,Casual,Estd. 1977 Men Brown Sandals,42010.jpg
4607,3337,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Hero Within Black T-shirt,3337.jpg
4608,26555,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,ID Men Black & Purple Shoes,26555.jpg
4609,19388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,ADIDAS Men Green South Africa Cricket Jersey,19388.jpg
4610,12760,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011,Casual,Spykar Women Blue Washed Jeans,12760.jpg
4615,7551,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's As Walkthrough White T-shirt,7551.jpg
4621,26793,Men,Apparel,Topwear,Shirts,Lavender,Summer,2013,Formal,Arrow Men Lavender Shirt,26793.jpg
4625,2023,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Sports,ADIDAS Mens Chrome Graphic T-shirt,2023.jpg
4626,43304,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,United Colors of Benetton Women White Shirt,43304.jpg
4627,13474,Women,Footwear,Shoes,Flats,Gold,Fall,2011,Casual,Rocia Women Gold Toned Flats,13474.jpg
4629,40581,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aurelia Women Black Kurta,40581.jpg
4630,33073,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,U.S.Polo Assn. Men Green Polo T-shirt,33073.jpg
4633,41453,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Lee Cooper Men White Shoes,41453.jpg
4634,11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans,11323.jpg
4637,14651,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Probase Men Punk Green Tshirts,14651.jpg
4640,36501,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Folklore Women White Printed Kurta,36501.jpg
4641,33241,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Striped Shirt,33241.jpg
4643,5808,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2011,Casual,Jealous 21 Women Navy Blue Top,5808.jpg
4644,11111,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,11111.jpg
4646,32393,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Woman Blue Shirt,32393.jpg
4647,41661,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Mark Taylor Men Blue Striped Shirt,41661.jpg
4648,44313,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012,Casual,Indian Terrain Men Beige Trousers,44313.jpg
4649,36733,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Skypar Women White Printed T-shirt,36733.jpg
4650,22101,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Flying Machine Men Grey Casual Shoes,22101.jpg
4651,16334,Men,Apparel,Topwear,Shirts,Peach,Fall,2011,Formal,Peter England Men Stripes Peach Shirt,16334.jpg
4653,7763,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Inkfruit Men's Secret Behing Royal Blue Black T-shirt,7763.jpg
4655,47596,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Portia Women White Sandals,47596.jpg
4658,12794,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Nike Women White Print Pink Tshirts,12794.jpg
4659,13646,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011,Casual,Carlton London Men Casual Beige Casual Shoes,13646.jpg
4660,34858,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Men Classic Slip-On Grey Shoes,34858.jpg
4662,2211,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,2010,Casual,Puma Men Trek Navy Blue Floater,2211.jpg
4663,11575,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas,11575.jpg
4666,24692,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Locomotive Men Black Jeans,24692.jpg
4671,14007,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Nike Men Printed White Tshirts,14007.jpg
4672,58328,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Lotto Men Blue Flip Flops,58328.jpg
4673,44777,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Lotto Men Grey Dolce Vita Shoes,44777.jpg
4674,37285,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Tantra Women Blue Shopping T-shirt,37285.jpg
4676,34400,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Planet Earth Black T-shirt,34400.jpg
4677,50145,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,50145.jpg
4678,17682,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015,Casual,Catwalk Women Closed Blue Casual Shoe,17682.jpg
4682,7307,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,UCB Women Sleeveless White Top,7307.jpg
4684,27017,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Blue Jeans,27017.jpg
4685,2675,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Inkfruit Men's Zeppelin Black T-shirt,2675.jpg
4688,28863,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Proline Men Grey Striped Polo T-shirt,28863.jpg
4692,19718,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Shirt,19718.jpg
4693,50377,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Woodland Men Brown Shoes,50377.jpg
4695,34632,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Lotto Men Dolce Vita II Grey Sports Shoes,34632.jpg
4697,7135,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Urban Yoga Women's White T-shirt,7135.jpg
4698,22757,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Solid Blue Kurta,22757.jpg
4699,8941,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Reversible Bling Blue Shirts,8941.jpg
4700,30292,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Street Legend Off White T-shirt,30292.jpg
4701,48388,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,French Connection Men Blue Jeans,48388.jpg
4704,7909,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Proline Men Navy & Cream Striped Polo T-shirt,7909.jpg
4705,3595,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Converse Men's Chuck Taylor Big Check Red Black Canvas Shoe,3595.jpg
4706,31340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Locomotive Men Washed Blue Jeans,31340.jpg
4708,25572,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports,Fila Men Superior Silver Sports Shoes,25572.jpg
4709,57152,Women,Apparel,Topwear,Tshirts,Sea Green,Summer,2012,Casual,Elle Women Sea Green T-shirt,57152.jpg
4713,44545,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Coolers Men Brown Sandals,44545.jpg
4714,5662,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Men's Absolut Bangalore Mustard T-shirt,5662.jpg
4715,20000,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,United Colors of Benetton Men White Solid T-shirt,20000.jpg
4716,51438,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Myntra Women Printed White Top,51438.jpg
4723,18265,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Swara Pink Kurta,18265.jpg
4724,48515,Women,Apparel,Topwear,Tops,Orange,Summer,2012,Casual,French Connection Women Coral Top,48515.jpg
4725,23824,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Puma Men Java Black Flip Flops,23824.jpg
4726,9632,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Indigo Nation Men Stripes Shirt Black Shirts,9632.jpg
4727,38662,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Men T90 Shoot IV Hg-B Blue Sports Shoes,38662.jpg
4728,40778,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Quiksilver Men Black Flip Flops,40778.jpg
4729,10008,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Men Town Navy Blue T-Shirts,10008.jpg
4730,4911,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Levis Kids Girl's Dionne Pink Kidswear,4911.jpg
4732,10834,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Wrangler Men Grey Polo Tshirts,10834.jpg
4736,39582,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Flats,39582.jpg
4737,45804,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Senorita Women Black Flats,45804.jpg
4742,15748,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual,Highlander Men Classic Chinos Black Trousers,15748.jpg
4745,6448,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Lotto Men's Calcetto Brown Shoe,6448.jpg
4746,19185,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Check Blue Shirt,19185.jpg
4747,17823,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men  Court Majestic White Casual Shoe,17823.jpg
4748,9400,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Dual Fusion Black TR II Sports Shoes,9400.jpg
4750,21925,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Multi Kurta,21925.jpg
4756,56877,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Heels,56877.jpg
4758,38808,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Music Men Blue Printed T-shirt,38808.jpg
4759,9858,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Status Quo Men Blue Polo Tshirts,9858.jpg
